Assembly District Number,STATEFIP,PUMA,PUMA Description,STATEFIP,STATE_CODE
14th Norfolk,25,03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA,25,
11th Plymouth,25,04000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA",25,
201,42,03204,Philadelphia City (North) PUMA,42,
102,12,08602,Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA,12,
27,17,03531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA",17,
2,29,00100,Northwest Missouri PUMA,29,
14th Suffolk,25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",25,
72,44,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,44,
64,12,05703,Hillsborough County (Northwest) PUMA,12,
4,28,00200,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA",28,
61,09,00300,Hartford County (North) PUMA,09,
89,12,09908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA,12,
89,12,09907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA,12,
90,13,06002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,13,
9,08,00815,Denver City (Southeast) PUMA,08,
44A,27,01402,"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities PUMA",27,
Windsor-5,50,00300,"Southeast Vermont--Windsor, Windham & Orange Counties PUMA",50,
113,12,08612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA,12,
74,19,01100,Johnson County--Iowa City PUMA,19,
31st Middlesex,25,02800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",25,
47,26,02800,Livingston County PUMA,26,
10th Plymouth,25,04901,Plymouth & Bristol Counties (Outside Brockton City) PUMA,25,
6th Middlesex,25,00504,"Middlesex County (South)--Framingham Town, Marlborough City & Natick Town PUMA",25,
1st Franklin,25,00200,Franklin & Hampshire (North) Counties PUMA,25,
58B,27,01502,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA",27,
51B,27,01501,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA",27,
30,09,00305,"New Britain, Berlin & Plainville Towns PUMA",09,
36,34,00302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA",34,
36,34,00501,Passaic County (South)--Passaic & Clifton (Southeast) Cities PUMA,34,
3rd Plymouth,25,03900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA",25,
72,17,00105,Rock Island County PUMA,17,
151,09,00102,Stamford & Greenwich Towns PUMA,09,
9,09,00301,Manchester & East Hartford Towns PUMA,09,
24th Middlesex,25,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA",25,
6,26,03211,Detroit City (South Central & Southeast) PUMA,26,
12,29,00903,Platte County PUMA,29,
102,48,02309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,48,
102,48,02310,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA",48,
31,26,03004,Macomb County (Southeast)--Mount Clemens & Fraser Area PUMA,26,
139,09,01100,New London County (North) PUMA,09,
110,48,02305,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA,48,
56,13,04600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA,13,
21,51,51165,Virginia Beach City (Central) PUMA,51,
119,09,00904,"West Haven, Milford & Orange Towns PUMA",09,
70,42,03104,Montgomery County (Central)--Norristown Borough PUMA,42,
7,26,03209,Detroit City (North Central) PUMA,26,
50,13,01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA,13,
22,32,00411,Clark County (Central)--Henderson City (West) PUMA,32,
54,13,01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA,13,
21,55,40301,Milwaukee County (South) PUMA,55,
105,17,02000,McLean County PUMA,17,
6th Norfolk,25,03602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",25,
15th Worcester,25,00300,Worcester County (Central)--Worcester City PUMA,25,
94,09,00905,New Haven Town PUMA,09,
72,37,01801,Winston-Salem City (North) PUMA,37,
72,37,01803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA,37,
96,47,03205,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA",47,
88,36,03107,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,36,
36,53,11603,Seattle City (Downtown)--Queen Anne & Magnolia PUMA,53,
36,53,11601,Seattle City (Northwest) PUMA,53,
39,36,04107,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,36,
16th Suffolk,25,03306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA",25,
75,13,05001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA,13,
6th Bristol,25,04302,Bristol County (Central)--Fall River City & Somerset Town PUMA,25,
175,42,03209,Philadelphia City (Center City) PUMA,42,
175,42,03205,Philadelphia City (East) PUMA,42,
53,09,01300,Tolland County PUMA,09,
82,18,00600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA",18,
9,53,10703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA",53,
9,53,10701,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA",53,
9,53,10600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA",53,
15,12,03107,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA,12,
Orleans-Caledonia,50,00200,"Northeast Vermont--Washington, Caledonia, Orleans, Lamoille & Essex Counties PUMA",50,
8th Middlesex,25,02400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA",25,
35th Middlesex,25,00507,Middlesex County (East)--Somerville & Everett Cities PUMA,25,
35th Middlesex,25,00508,Middlesex County (East)--Malden & Medford Cities PUMA,25,
32,49,35009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA,49,
18th Worcester,25,00304,Worcester County (South) PUMA,25,
19,42,01702,Pittsburgh City (South) PUMA,42,
10,72,00502,Toa Baja & Dorado Municipios PUMA,72,
6,40,00100,Northeast Oklahoma PUMA,40,
27,48,04901,Fort Bend County (East)--Missouri City PUMA,48,
47,36,04017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,36,
24,55,40101,Milwaukee County (Northeast) PUMA,55,
10,35,00806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA,35,
7,35,00700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA",35,
24,04,00116,Phoenix City (Uptown) PUMA,04,
22,49,35001,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA",49,
76,37,03400,Rowan County PUMA,37,
19,37,04700,New Hanover County (South)--Wilmington City PUMA,37,
11,24,00502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA",24,
11,24,00503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA",24,
16,24,01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA",24,
18,34,00906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs PUMA",34,
18,34,00904,Middlesex County (North Central)--Metuchen Borough PUMA,34,
41,18,01801,Boone & Hamilton (Northwest) Counties PUMA,18,
36,17,03530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA",17,
33,26,03001,Macomb County (North) PUMA,26,
72,19,01200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",19,
56,12,02700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties PUMA",12,
56,12,10504,Polk County (South) PUMA,12,
57,36,04004,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,36,
44,36,04015,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,36,
22,42,02803,Allentown City PUMA,42,
37,37,01208,Wake County (Southwest)--Apex & Holly Springs Towns PUMA,37,
64,39,01400,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA,39,
31,49,35003,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA",49,
29,26,02904,Oakland County (Central) PUMA,26,
17,41,00600,Linn & Benton Counties PUMA,41,
80,36,03704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",36,
36,51,59307,Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA,51,
35,51,59305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) PUMA",51,
95,12,01107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA,12,
4,42,00102,Erie County (Outer) PUMA,42,
202,42,03202,Philadelphia City (Near Northeast-West) PUMA,42,
55B,27,01600,"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA",27,
98,47,03203,Memphis (North) & Bartlett (Southwest) Cities PUMA,47,
40,42,01807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA,42,
5,39,03400,Columbiana County PUMA,39,
2,55,01301,Manitowoc & Kewaunee Counties PUMA,55,
4th Middlesex,25,00303,Worcester County (East Central) PUMA,25,
38,12,10104,Pasco County (South) PUMA,12,
38,12,10101,Pasco County (East Central) PUMA,12,
63,12,05704,Hillsborough County (North Central) PUMA,12,
63,12,05705,Hillsborough County (North Central)--Tampa City (North) PUMA,12,
70,51,04101,Chesterfield County (East)--James River Region PUMA,51,
Strafford County No. 12,33,00300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA",33,
101,12,01114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA",12,
101,12,01113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA,12,
8,72,00802,Bayamón Municipio (OEste) PUMA,72,
8,72,00801,Bayamón Municipio (Este) PUMA,72,
49,53,11101,Clark County (Southwest)--Vancouver City (West & Central) PUMA,53,
49,53,11102,Clark County (West Central)--Salmon Creek & Hazel Dell PUMA,53,
40,48,06802,Hidalgo County (East)--Alamo & Donna Cities PUMA,48,
40,48,06804,Hidalgo County (North Central)--Edinburg City PUMA,48,
2,17,03526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA",17,
96,36,03001,Rockland County (North)--New City & Congers PUMA,36,
50,36,04001,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,36,
12,32,00410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA",32,
58,12,05706,Hillsborough County (Northeast) PUMA,12,
6,34,02102,Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA,34,
6,34,02104,Camden County (East Central)--Haddonfield Borough PUMA,34,
41,48,06805,Hidalgo County (Central)--McAllen City PUMA,48,
163,29,02800,Jasper & Newton Counties PUMA,29,
132,48,04632,Harris County (Far Northwest)--Katy City (Northeast) PUMA,48,
41,12,10502,Polk County (Northeast) PUMA,12,
104,22,02201,Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA,22,
10,34,01205,Ocean County (Northeast)--Point Pleasant Borough PUMA,34,
16,55,41003,Milwaukee City (Central) PUMA,55,
63,26,02101,Kalamazoo County (Outer) PUMA,26,
